job_id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,required_skills,certifications,posting_date,current_job_openings,required_qualifications,industry_demand,hiring_trends,candidate_profiles,recruitment_timelines
1501,2022,SE,FT,Security Engineer,154000,USD,154000,US,100,US,M,Network Security,AWS Security,2026-02-09,49,Experience-Based,High,Declining,Mixed,Slow
1502,2022,SE,FT,Security Engineer,139000,USD,139000,US,100,US,M,"Python, Security+",AWS Security,2026-02-10,26,Experience-Based,Low,Declining,Entry-Level,Fast
1503,2022,EX,FT,Security Officer,160000,USD,160000,US,100,US,M,Network Security,CISSP,2026-02-11,36,Experience-Based,High,Declining,Entry-Level,Slow
1504,2022,EX,FT,Security Officer,120000,USD,120000,US,100,US,M,"Azure, SOC",None,2026-02-12,73,Master's Degree,Medium,Declining,Experienced,Moderate
1505,2022,MI,FT,Penetration Tester,50000,GBP,63374,GB,50,GB,M,"AWS, Kubernetes",CEH,2026-02-13,91,Experience-Based,Medium,Stable,Experienced,Moderate
1506,2022,SE,FT,Security Engineer,82900,USD,82900,US,100,US,M,Network Security,CEH,2026-02-14,73,Master's Degree,Medium,Growing,Mixed,Moderate
1507,2022,SE,FT,Security Engineer,63900,USD,63900,US,100,US,M,"AWS, Kubernetes",AWS Security,2026-02-15,46,Bachelor's Degree,High,Stable,Mixed,Moderate
1508,2022,EN,FT,SOC Analyst,75000,USD,75000,US,100,US,L,"Python, Security+",None,2026-02-16,57,Certification Only,Low,Stable,Experienced,Fast
1509,2022,EN,FT,SOC Analyst,75000,USD,75000,US,100,US,L,"AWS, Kubernetes",CISSP,2026-02-17,63,Master's Degree,Medium,Growing,Mixed,Slow
1510,2022,MI,FT,Security Analyst,89000,USD,89000,US,0,US,L,"Python, Security+",CEH,2026-02-18,78,Master's Degree,Medium,Declining,Entry-Level,Moderate
1511,2022,MI,FT,Security Analyst,68462,USD,68462,US,0,US,L,"Azure, SOC",None,2026-02-19,43,Certification Only,Medium,Growing,Entry-Level,Slow
1512,2022,MI,FT,Security Engineer,72500,USD,72500,US,100,JP,L,"Python, Security+",CEH,2026-02-20,19,Certification Only,Low,Growing,Experienced,Fast
1513,2022,SE,FT,Security Engineer,276900,USD,276900,US,100,US,M,"Python, Security+",None,2026-02-21,75,Bachelor's Degree,Low,Stable,Mixed,Slow
1514,2022,SE,FT,Security Engineer,168400,USD,168400,US,100,US,M,None,None,2026-02-22,33,Experience-Based,High,Growing,Entry-Level,Slow
1515,2022,SE,FT,Security Engineer,105800,USD,105800,US,0,US,M,Network Security,AWS Security,2026-02-23,7,Master's Degree,Medium,Declining,Experienced,Moderate
1516,2022,SE,FT,Security Engineer,81600,USD,81600,US,0,US,M,Network Security,CEH,2026-02-24,87,Experience-Based,Low,Stable,Mixed,Moderate
1517,2022,SE,FT,Security Specialist,177600,USD,177600,US,100,US,L,"Azure, SOC",CISSP,2026-02-25,14,Master's Degree,High,Declining,Entry-Level,Fast
1518,2022,SE,FT,Security Specialist,131300,USD,131300,US,100,US,L,"Azure, SOC",AWS Security,2026-02-26,96,Bachelor's Degree,Medium,Stable,Mixed,Slow
1519,2022,SE,FT,Security Engineer,120000,USD,120000,US,100,US,M,Network Security,AWS Security,2026-02-27,33,Certification Only,Low,Declining,Mixed,Fast
1520,2022,SE,FT,Security Engineer,90000,USD,90000,US,100,US,M,None,CISSP,2026-02-28,83,Bachelor's Degree,Low,Growing,Mixed,Fast
1521,2022,MI,FT,Security Engineer,145000,USD,145000,US,100,US,M,Network Security,AWS Security,2026-03-01,39,Certification Only,High,Growing,Experienced,Fast
1522,2022,MI,FT,Security Engineer,105400,USD,105400,US,100,US,M,None,None,2026-03-02,10,Experience-Based,Medium,Growing,Entry-Level,Moderate
1523,2022,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M,"Azure, SOC",None,2026-03-03,16,Experience-Based,Medium,Declining,Experienced,Moderate
1524,2022,SE,FT,Security Engineer,140000,USD,140000,US,0,US,M,"AWS, Kubernetes",CEH,2026-03-04,42,Bachelor's Degree,Low,Stable,Entry-Level,Slow
1525,2022,SE,FT,Security Engineer,175000,USD,175000,US,100,US,M,"Azure, SOC",CEH,2026-03-05,81,Certification Only,Medium,Stable,Entry-Level,Slow
1526,2022,SE,FT,Security Engineer,130000,USD,130000,US,100,US,M,"Azure, SOC",CISSP,2026-03-06,97,Bachelor's Degree,High,Stable,Experienced,Slow
1527,2022,EN,PT,Security Consultant,20000,EUR,21400,DE,100,DE,M,"Python, Security+",CEH,2026-03-07,23,Certification Only,Low,Growing,Experienced,Moderate
1528,2022,SE,FT,Application Security Engineer,60000,USD,60000,PK,100,US,M,"Python, Security+",None,2026-03-08,71,Certification Only,Low,Declining,Entry-Level,Moderate
1529,2022,EN,PT,Penetration Tester,80000,USD,80000,IN,100,US,L,"Python, Security+",CISSP,2026-03-09,12,Experience-Based,High,Stable,Entry-Level,Fast
1530,2022,MI,FT,Detection Engineer,200100,USD,200100,US,100,US,M,"Python, Security+",CISSP,2026-03-10,12,Experience-Based,Low,Declining,Entry-Level,Moderate
1531,2022,MI,FT,Detection Engineer,160080,USD,160080,US,100,US,M,None,CEH,2026-03-11,88,Certification Only,Medium,Stable,Mixed,Fast
1532,2022,MI,FT,Security Consultant,135000,USD,135000,US,100,US,M,Network Security,None,2026-03-12,51,Certification Only,Medium,Growing,Entry-Level,Fast
1533,2022,MI,FT,Security Consultant,100000,USD,100000,US,100,US,M,"AWS, Kubernetes",CISSP,2026-03-13,8,Certification Only,Low,Declining,Experienced,Moderate
1534,2022,SE,FT,Security Engineer,195000,USD,195000,US,100,US,M,"Azure, SOC",None,2026-03-14,55,Experience-Based,High,Stable,Experienced,Fast
1535,2022,SE,FT,Security Engineer,170000,USD,170000,US,100,US,M,None,None,2026-03-15,89,Experience-Based,High,Stable,Experienced,Fast
1536,2022,MI,FT,Security Engineer,108070,USD,108070,US,100,US,M,"AWS, Kubernetes",None,2026-03-16,71,Master's Degree,Medium,Stable,Entry-Level,Slow
1537,2022,MI,FT,Security Engineer,91860,USD,91860,US,100,US,M,None,CEH,2026-03-17,49,Certification Only,High,Stable,Entry-Level,Fast
1538,2022,SE,FT,Security Specialist,207800,USD,207800,US,100,US,L,None,AWS Security,2026-03-18,12,Master's Degree,Low,Growing,Mixed,Moderate
1539,2022,SE,FT,Security Specialist,153600,USD,153600,US,100,US,L,"Azure, SOC",AWS Security,2026-03-19,91,Certification Only,Low,Stable,Mixed,Moderate
1540,2022,MI,FT,Security Analyst,102600,USD,102600,US,100,US,M,Network Security,CISSP,2026-03-20,20,Experience-Based,Medium,Stable,Experienced,Fast
1541,2022,MI,FT,Security Analyst,82080,USD,82080,US,100,US,M,"Python, Security+",None,2026-03-21,81,Master's Degree,Medium,Growing,Mixed,Slow
1542,2022,MI,FT,Security Engineer,160000,USD,160000,US,0,US,M,Network Security,CEH,2026-03-22,71,Master's Degree,Medium,Stable,Mixed,Moderate
1543,2022,MI,FT,Security Engineer,110000,USD,110000,US,0,US,M,"Azure, SOC",None,2026-03-23,13,Bachelor's Degree,High,Declining,Experienced,Moderate
1544,2022,MI,FT,Security Engineer,140000,EUR,149804,FR,100,FR,M,"Azure, SOC",None,2026-03-24,64,Certification Only,Low,Declining,Entry-Level,Slow
1545,2022,MI,FT,Security Engineer,100000,EUR,107003,FR,100,FR,M,"Azure, SOC",CEH,2026-03-25,82,Experience-Based,Low,Stable,Mixed,Fast
1546,2022,MI,FT,IT Security Manager,120000,EUR,128404,FR,100,FR,M,"AWS, Kubernetes",AWS Security,2026-03-26,81,Bachelor's Degree,Low,Growing,Entry-Level,Moderate
1547,2022,MI,FT,IT Security Manager,80000,EUR,85602,FR,100,FR,M,Network Security,None,2026-03-27,75,Bachelor's Degree,Medium,Growing,Experienced,Fast
1548,2022,MI,FT,Security Engineer,180000,EUR,192606,US,100,US,M,Network Security,None,2026-03-28,19,Certification Only,Low,Growing,Experienced,Fast
1549,2022,MI,FT,Security Engineer,140000,EUR,149804,US,100,US,M,None,AWS Security,2026-03-29,75,Bachelor's Degree,High,Stable,Mixed,Fast
1550,2022,EX,FT,Information Security Officer,240000,EUR,256808,US,100,US,M,None,CEH,2026-03-30,45,Certification Only,High,Stable,Experienced,Fast
1551,2022,EX,FT,Information Security Officer,180000,EUR,192606,US,100,US,M,None,CISSP,2026-03-31,26,Bachelor's Degree,Low,Declining,Experienced,Moderate
1552,2022,MI,FT,DevSecOps Engineer,152000,USD,152000,US,0,US,M,"Azure, SOC",AWS Security,2026-04-01,28,Certification Only,Medium,Growing,Experienced,Slow
1553,2022,MI,FT,DevSecOps Engineer,91000,USD,91000,US,0,US,M,Network Security,CISSP,2026-04-02,48,Experience-Based,Low,Stable,Mixed,Moderate
1554,2022,MI,FT,Detection Engineer,200100,USD,200100,US,100,US,M,"Azure, SOC",CISSP,2026-04-03,5,Certification Only,High,Stable,Mixed,Slow
1555,2022,MI,FT,Detection Engineer,160080,USD,160080,US,100,US,M,"AWS, Kubernetes",AWS Security,2026-04-04,14,Certification Only,High,Stable,Mixed,Fast
1556,2022,MI,FT,Security Analyst,193800,USD,193800,US,100,US,M,None,None,2026-04-05,84,Master's Degree,High,Growing,Experienced,Slow
1557,2022,MI,FT,Security Analyst,62000,USD,62000,US,100,US,M,"Azure, SOC",CISSP,2026-04-06,76,Experience-Based,Low,Growing,Entry-Level,Fast
1558,2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,L,"Azure, SOC",CISSP,2026-04-07,60,Experience-Based,High,Declining,Experienced,Moderate
1559,2022,SE,FT,Security Engineer,120000,USD,120000,US,100,US,L,"AWS, Kubernetes",CEH,2026-04-08,93,Experience-Based,Medium,Growing,Mixed,Moderate
1560,2022,SE,FT,Security Engineer,192400,USD,192400,US,100,US,M,"Python, Security+",None,2026-04-09,54,Bachelor's Degree,Low,Stable,Entry-Level,Slow
1561,2022,SE,FT,Security Engineer,90700,USD,90700,US,100,US,M,Network Security,CISSP,2026-04-10,16,Master's Degree,Low,Declining,Entry-Level,Fast
1562,2022,SE,FT,Security Analyst,150260,USD,150260,US,100,US,M,"Python, Security+",CEH,2026-04-11,93,Experience-Based,High,Growing,Mixed,Fast
1563,2022,SE,FT,Security Analyst,109280,USD,109280,US,100,US,M,None,None,2026-04-12,85,Bachelor's Degree,High,Growing,Entry-Level,Slow
1564,2022,SE,FT,Penetration Tester,175000,USD,175000,US,0,US,M,"Azure, SOC",AWS Security,2026-04-13,64,Bachelor's Degree,Medium,Growing,Entry-Level,Fast
1565,2022,SE,FT,Penetration Tester,90000,USD,90000,US,0,US,M,"AWS, Kubernetes",AWS Security,2026-04-14,30,Bachelor's Degree,Low,Growing,Mixed,Fast
1566,2022,SE,FT,Security Engineer,200100,USD,200100,US,100,US,M,"AWS, Kubernetes",CEH,2026-04-15,82,Master's Degree,High,Stable,Entry-Level,Fast
1567,2022,SE,FT,Security Engineer,160080,USD,160080,US,100,US,M,Network Security,AWS Security,2026-04-16,45,Bachelor's Degree,Medium,Growing,Entry-Level,Moderate
1568,2022,SE,FT,Security DevOps Engineer,130200,USD,130200,US,100,US,M,"Python, Security+",CISSP,2026-04-17,40,Master's Degree,High,Stable,Mixed,Moderate
1569,2022,SE,FT,Security DevOps Engineer,106500,USD,106500,US,100,US,M,Network Security,None,2026-04-18,27,Certification Only,Low,Stable,Entry-Level,Moderate
1570,2022,SE,FT,Security Specialist,146800,USD,146800,US,100,US,M,"Azure, SOC",CISSP,2026-04-19,47,Bachelor's Degree,High,Stable,Entry-Level,Fast
1571,2022,SE,FT,Security Specialist,118200,USD,118200,US,100,US,M,Network Security,CISSP,2026-04-20,10,Experience-Based,Low,Declining,Entry-Level,Moderate
1572,2022,SE,FT,Security Engineer,165200,USD,165200,US,100,US,M,"AWS, Kubernetes",AWS Security,2026-04-21,73,Bachelor's Degree,High,Stable,Entry-Level,Fast
1573,2022,SE,FT,Security Engineer,133000,USD,133000,US,100,US,M,"AWS, Kubernetes",CISSP,2026-04-22,47,Certification Only,Low,Growing,Mixed,Fast
1574,2022,SE,FT,Security Engineer,165200,USD,165200,US,100,US,M,None,AWS Security,2026-04-23,29,Certification Only,Medium,Declining,Experienced,Slow
1575,2022,SE,FT,Security Engineer,133000,USD,133000,US,100,US,M,None,None,2026-04-24,22,Bachelor's Degree,Low,Growing,Experienced,Fast
1576,2022,SE,FT,Security Engineer,146800,USD,146800,US,100,US,M,"Azure, SOC",None,2026-04-25,66,Certification Only,Medium,Stable,Entry-Level,Moderate
1577,2022,SE,FT,Security Engineer,118200,USD,118200,US,100,US,M,"Python, Security+",CISSP,2026-04-26,17,Master's Degree,Low,Growing,Mixed,Moderate
1578,2022,SE,FT,Security Engineer,115700,USD,115700,US,100,US,M,Network Security,CEH,2026-04-27,47,Master's Degree,Medium,Declining,Mixed,Fast
1579,2022,SE,FT,Security Engineer,94700,USD,94700,US,100,US,M,"Azure, SOC",AWS Security,2026-04-28,82,Bachelor's Degree,High,Declining,Entry-Level,Moderate
1580,2022,MI,FT,Security Analyst,60000,USD,60000,US,100,US,M,None,AWS Security,2026-04-29,32,Master's Degree,Low,Growing,Experienced,Fast
1581,2022,MI,FT,Security Analyst,50000,USD,50000,US,100,US,M,Network Security,CISSP,2026-04-30,22,Master's Degree,High,Growing,Entry-Level,Slow
1582,2022,SE,FT,Security Engineer,210000,USD,210000,CA,0,CA,M,None,AWS Security,2026-05-01,63,Experience-Based,Medium,Growing,Mixed,Fast
1583,2022,SE,FT,Security Engineer,160000,USD,160000,CA,0,CA,M,Network Security,AWS Security,2026-05-02,64,Bachelor's Degree,Low,Declining,Mixed,Fast
1584,2022,SE,FT,Security Analyst,144200,USD,144200,US,0,US,M,"Python, Security+",CEH,2026-05-03,67,Certification Only,Low,Stable,Experienced,Slow
1585,2022,SE,FT,Security Analyst,132870,USD,132870,US,0,US,M,"Azure, SOC",CEH,2026-05-04,61,Bachelor's Degree,High,Growing,Mixed,Moderate
1586,2022,SE,FT,Security Engineer,175000,USD,175000,US,0,US,M,Network Security,CISSP,2026-05-05,96,Master's Degree,Low,Stable,Mixed,Slow
1587,2022,SE,FT,Security Engineer,120000,USD,120000,US,0,US,M,"AWS, Kubernetes",CEH,2026-05-06,55,Experience-Based,Low,Declining,Mixed,Slow
1588,2022,SE,FT,Penetration Tester,180000,USD,180000,US,100,US,M,"AWS, Kubernetes",CISSP,2026-05-07,60,Bachelor's Degree,High,Growing,Experienced,Fast
1589,2022,SE,FT,Penetration Tester,80000,USD,80000,US,100,US,M,Network Security,None,2026-05-08,31,Bachelor's Degree,Low,Growing,Mixed,Fast
1590,2022,MI,FT,Security DevOps Engineer,91670,USD,91670,US,0,US,L,Network Security,CISSP,2026-05-09,36,Master's Degree,High,Declining,Entry-Level,Slow
1591,2022,MI,FT,Security DevOps Engineer,63500,USD,63500,US,0,US,L,Network Security,None,2026-05-10,13,Master's Degree,High,Growing,Experienced,Moderate
1592,2022,SE,FT,Information Security Manager,180000,USD,180000,US,0,US,M,"AWS, Kubernetes",CISSP,2026-05-11,88,Bachelor's Degree,High,Stable,Entry-Level,Slow
1593,2022,SE,FT,Information Security Manager,90000,USD,90000,US,0,US,M,"AWS, Kubernetes",AWS Security,2026-05-12,96,Master's Degree,High,Declining,Entry-Level,Moderate
1594,2022,EN,FT,Penetration Tester,40000,EUR,42801,GR,0,GR,M,Network Security,CEH,2026-05-13,72,Master's Degree,High,Declining,Experienced,Slow
1595,2022,EN,FT,Penetration Tester,25000,EUR,26750,GR,0,GR,M,None,None,2026-05-14,50,Master's Degree,Medium,Growing,Entry-Level,Slow
1596,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,None,CISSP,2026-05-15,71,Master's Degree,Medium,Declining,Experienced,Moderate
1597,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"Python, Security+",CEH,2026-05-16,30,Master's Degree,High,Growing,Entry-Level,Slow
1598,2022,SE,FT,Security Engineer,184800,USD,184800,US,100,US,M,"Azure, SOC",CISSP,2026-05-17,12,Experience-Based,Medium,Growing,Experienced,Fast
1599,2022,SE,FT,Security Engineer,148800,USD,148800,US,100,US,M,None,CEH,2026-05-18,10,Master's Degree,Medium,Declining,Mixed,Slow
1600,2022,SE,FT,Penetration Tester,207500,USD,207500,CA,100,CA,M,"AWS, Kubernetes",CEH,2026-05-19,84,Certification Only,Low,Growing,Mixed,Fast
1601,2022,SE,FT,Penetration Tester,125000,USD,125000,CA,100,CA,M,None,CISSP,2026-05-20,28,Bachelor's Degree,High,Stable,Entry-Level,Moderate
1602,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,"Python, Security+",None,2026-05-21,52,Experience-Based,Medium,Stable,Mixed,Moderate
1603,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"Python, Security+",None,2026-05-22,98,Experience-Based,Low,Growing,Experienced,Fast
1604,2022,MI,FT,Security Engineer,145000,USD,145000,US,100,US,M,"Azure, SOC",AWS Security,2026-05-23,49,Master's Degree,Low,Stable,Entry-Level,Slow
1605,2022,MI,FT,Security Engineer,118600,USD,118600,US,100,US,M,None,CEH,2026-05-24,17,Bachelor's Degree,High,Growing,Mixed,Fast
1606,2022,MI,FT,DevSecOps Engineer,152000,USD,152000,US,0,US,M,"AWS, Kubernetes",AWS Security,2026-05-25,73,Certification Only,High,Stable,Mixed,Fast
1607,2022,MI,FT,DevSecOps Engineer,91000,USD,91000,US,0,US,M,"AWS, Kubernetes",AWS Security,2026-05-26,29,Master's Degree,Low,Declining,Entry-Level,Moderate
1608,2022,SE,FT,Security Engineer,210000,USD,210000,CA,0,CA,M,Network Security,CISSP,2026-05-27,24,Bachelor's Degree,High,Growing,Mixed,Fast
1609,2022,SE,FT,Security Engineer,160000,USD,160000,CA,0,CA,M,"AWS, Kubernetes",CISSP,2026-05-28,86,Master's Degree,High,Growing,Mixed,Slow
1610,2022,SE,FT,DevSecOps Engineer,157000,USD,157000,US,0,US,M,"Azure, SOC",CISSP,2026-05-29,86,Master's Degree,Low,Growing,Entry-Level,Fast
1611,2022,SE,FT,DevSecOps Engineer,108000,USD,108000,US,0,US,M,"Azure, SOC",CEH,2026-05-30,70,Master's Degree,Low,Growing,Mixed,Moderate
1612,2022,SE,FT,Security Consultant,175000,USD,175000,US,100,US,M,"AWS, Kubernetes",CISSP,2026-05-31,78,Master's Degree,High,Growing,Mixed,Slow
1613,2022,SE,FT,Security Consultant,90000,USD,90000,US,100,US,M,"AWS, Kubernetes",CISSP,2026-06-01,49,Master's Degree,Medium,Growing,Mixed,Moderate
1614,2022,MI,FT,Security Consultant,80000,GBP,101399,GB,100,GB,M,Network Security,CEH,2026-06-02,51,Master's Degree,High,Declining,Mixed,Fast
1615,2022,MI,FT,Security Consultant,65000,GBP,82387,GB,100,GB,M,"AWS, Kubernetes",CEH,2026-06-03,67,Master's Degree,Medium,Declining,Entry-Level,Fast
1616,2022,SE,FT,Security Engineer,220000,USD,220000,US,100,US,M,Network Security,None,2026-06-04,80,Certification Only,Low,Stable,Experienced,Moderate
1617,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,Network Security,CISSP,2026-06-05,81,Experience-Based,Medium,Growing,Experienced,Moderate
1618,2022,SE,FT,Security Engineer,184800,USD,184800,US,100,US,M,"AWS, Kubernetes",CISSP,2026-06-06,59,Certification Only,Low,Stable,Mixed,Slow
1619,2022,SE,FT,Security Engineer,148800,USD,148800,US,100,US,M,"Python, Security+",CISSP,2026-06-07,79,Master's Degree,High,Stable,Mixed,Moderate
1620,2022,SE,FT,Security Engineer,145000,USD,145000,US,100,US,M,"Python, Security+",None,2026-06-08,23,Master's Degree,High,Declining,Experienced,Moderate
1621,2022,SE,FT,Security Engineer,118600,USD,118600,US,100,US,M,Network Security,CISSP,2026-06-09,39,Certification Only,Low,Stable,Mixed,Fast
1622,2022,SE,FT,Security Engineer,165400,USD,165400,US,0,US,M,"AWS, Kubernetes",None,2026-06-10,57,Certification Only,Low,Declining,Experienced,Fast
1623,2022,SE,FT,Security Engineer,132320,USD,132320,US,0,US,M,"Python, Security+",AWS Security,2026-06-11,30,Experience-Based,Low,Stable,Entry-Level,Moderate
1624,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,"AWS, Kubernetes",None,2026-06-12,18,Certification Only,High,Growing,Entry-Level,Moderate
1625,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"AWS, Kubernetes",AWS Security,2026-06-13,49,Experience-Based,High,Stable,Entry-Level,Fast
1626,2022,SE,FT,Security Engineer,160000,USD,160000,US,100,US,M,"AWS, Kubernetes",CISSP,2026-06-14,48,Master's Degree,Medium,Declining,Entry-Level,Slow
1627,2022,SE,FT,Security Engineer,130000,USD,130000,US,100,US,M,None,AWS Security,2026-06-15,92,Bachelor's Degree,Low,Declining,Entry-Level,Slow
1628,2022,MI,FT,Vulnerability Analyst,115000,USD,115000,US,100,US,M,"AWS, Kubernetes",None,2026-06-16,69,Bachelor's Degree,Medium,Declining,Entry-Level,Slow
1629,2022,MI,FT,Vulnerability Analyst,100000,USD,100000,US,100,US,M,None,CEH,2026-06-17,55,Bachelor's Degree,High,Stable,Experienced,Slow
1630,2022,SE,FT,Security Engineer,131500,USD,131500,US,100,US,M,Network Security,AWS Security,2026-06-18,47,Bachelor's Degree,Medium,Stable,Mixed,Fast
1631,2022,SE,FT,Security Engineer,111775,USD,111775,US,100,US,M,"Python, Security+",AWS Security,2026-06-19,90,Master's Degree,Medium,Declining,Experienced,Moderate
1632,2022,SE,FT,Security Engineer,221500,USD,221500,US,100,US,M,"Python, Security+",CISSP,2026-06-20,27,Bachelor's Degree,High,Growing,Entry-Level,Slow
1633,2022,SE,FT,Security Engineer,104400,USD,104400,US,100,US,M,"Python, Security+",None,2026-06-21,60,Certification Only,High,Growing,Mixed,Fast
1634,2022,SE,FT,Security Engineer,210000,USD,210000,US,0,US,M,"Python, Security+",AWS Security,2026-06-22,23,Certification Only,Low,Stable,Mixed,Moderate
1635,2022,SE,FT,Security Engineer,160000,USD,160000,US,0,US,M,"Python, Security+",AWS Security,2026-06-23,86,Bachelor's Degree,Medium,Stable,Entry-Level,Slow
1636,2022,MI,FT,Security Engineer,140000,USD,140000,US,100,US,S,"Python, Security+",AWS Security,2026-06-24,80,Certification Only,High,Declining,Entry-Level,Moderate
1637,2022,MI,FT,Security Engineer,90000,USD,90000,US,100,US,S,"Python, Security+",AWS Security,2026-06-25,59,Experience-Based,High,Stable,Entry-Level,Slow
1638,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,Network Security,CEH,2026-06-26,96,Master's Degree,Medium,Stable,Entry-Level,Moderate
1639,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"AWS, Kubernetes",None,2026-06-27,96,Bachelor's Degree,High,Declining,Entry-Level,Slow
1640,2022,MI,FT,Security Analyst,60000,USD,60000,US,100,US,M,"Azure, SOC",CISSP,2026-06-28,64,Bachelor's Degree,Low,Declining,Entry-Level,Slow
1641,2022,MI,FT,Security Analyst,50000,USD,50000,US,100,US,M,None,CISSP,2026-06-29,63,Master's Degree,Low,Stable,Mixed,Moderate
1642,2022,SE,FT,Information Security Officer,267840,USD,267840,US,100,US,M,"Azure, SOC",CEH,2026-06-30,37,Certification Only,Medium,Growing,Entry-Level,Moderate
1643,2022,SE,FT,Information Security Officer,214056,USD,214056,US,100,US,M,"Azure, SOC",None,2026-07-01,23,Master's Degree,Low,Stable,Entry-Level,Moderate
1644,2022,SE,FT,Security Engineer,201000,USD,201000,US,100,US,M,"AWS, Kubernetes",AWS Security,2026-07-02,32,Master's Degree,High,Growing,Mixed,Fast
1645,2022,SE,FT,Security Engineer,160080,USD,160080,US,100,US,M,"AWS, Kubernetes",CEH,2026-07-03,56,Certification Only,High,Growing,Experienced,Fast
1646,2022,MI,FT,Security Engineer,172000,USD,172000,US,0,US,M,"AWS, Kubernetes",None,2026-07-04,53,Master's Degree,High,Growing,Entry-Level,Moderate
1647,2022,MI,FT,Security Engineer,87000,USD,87000,US,0,US,M,"Python, Security+",AWS Security,2026-07-05,41,Certification Only,High,Declining,Mixed,Fast
1648,2022,MI,FT,Security Engineer,141300,USD,141300,US,0,US,M,Network Security,CEH,2026-07-06,30,Certification Only,Medium,Declining,Mixed,Slow
1649,2022,MI,FT,Security Engineer,102100,USD,102100,US,0,US,M,"Python, Security+",None,2026-07-07,44,Master's Degree,Low,Declining,Experienced,Moderate
1650,2022,MI,FT,Security Engineer,141300,USD,141300,US,0,US,M,Network Security,CISSP,2026-07-08,84,Experience-Based,Low,Stable,Entry-Level,Fast
1651,2022,MI,FT,Security Engineer,88100,USD,88100,US,0,US,M,Network Security,CISSP,2026-07-09,42,Certification Only,High,Declining,Entry-Level,Moderate
1652,2022,SE,FT,Security DevOps Engineer,120000,USD,120000,US,100,US,M,"Azure, SOC",None,2026-07-10,81,Master's Degree,Medium,Declining,Entry-Level,Slow
1653,2022,SE,FT,Security DevOps Engineer,30000,USD,30000,US,100,US,M,"Azure, SOC",CISSP,2026-07-11,91,Certification Only,High,Stable,Mixed,Slow
1654,2022,SE,FT,Cyber Threat Intelligence Analyst,222500,USD,222500,US,100,US,M,Network Security,None,2026-07-12,58,Experience-Based,High,Stable,Entry-Level,Fast
1655,2022,SE,FT,Cyber Threat Intelligence Analyst,135000,USD,135000,US,100,US,M,Network Security,AWS Security,2026-07-13,26,Experience-Based,Medium,Growing,Entry-Level,Slow
1656,2022,EX,FT,Information Security Officer,300000,USD,300000,US,100,US,M,"Python, Security+",None,2026-07-14,20,Bachelor's Degree,Medium,Stable,Entry-Level,Moderate
1657,2022,EX,FT,Information Security Officer,250000,USD,250000,US,100,US,M,"Python, Security+",AWS Security,2026-07-15,32,Certification Only,High,Stable,Entry-Level,Fast
1658,2022,SE,FT,Security Engineer,210000,USD,210000,CA,0,CA,M,"Azure, SOC",CEH,2026-07-16,39,Certification Only,Low,Declining,Experienced,Moderate
1659,2022,SE,FT,Security Engineer,160000,USD,160000,CA,0,CA,M,"AWS, Kubernetes",None,2026-07-17,64,Master's Degree,High,Growing,Experienced,Moderate
1660,2022,SE,FT,Security Analyst,168400,USD,168400,US,100,US,M,Network Security,CEH,2026-07-18,49,Certification Only,Low,Growing,Experienced,Moderate
1661,2022,SE,FT,Security Analyst,148000,USD,148000,US,100,US,M,"Python, Security+",CISSP,2026-07-19,50,Bachelor's Degree,Low,Stable,Entry-Level,Slow
1662,2022,SE,FT,Security Engineer,165400,USD,165400,US,100,US,M,"Azure, SOC",AWS Security,2026-07-20,76,Experience-Based,Medium,Declining,Entry-Level,Moderate
1663,2022,SE,FT,Security Engineer,132320,USD,132320,US,100,US,M,"Python, Security+",None,2026-07-21,59,Experience-Based,Medium,Declining,Mixed,Slow
1664,2022,SE,FT,Security Engineer,200100,USD,200100,US,100,US,M,Network Security,CEH,2026-07-22,90,Bachelor's Degree,High,Declining,Mixed,Moderate
1665,2022,SE,FT,Security Engineer,160080,USD,160080,US,100,US,M,Network Security,AWS Security,2026-07-23,89,Certification Only,Low,Declining,Mixed,Slow
1666,2022,SE,FT,Security Engineer,220100,USD,220100,US,100,US,M,None,AWS Security,2026-07-24,30,Certification Only,Low,Stable,Entry-Level,Slow
1667,2022,SE,FT,Security Engineer,176080,USD,176080,US,100,US,M,"AWS, Kubernetes",CISSP,2026-07-25,89,Bachelor's Degree,High,Declining,Experienced,Slow
1668,2022,SE,FT,Security Engineer,140000,GBP,177449,GB,0,GB,M,None,CISSP,2026-07-26,29,Master's Degree,High,Growing,Experienced,Moderate
